id,name,email,tax_id,address,country,zip,load_date
339,Elizabeth García,elizabeth.garcía @example.com,TAX-819015,1302 Main St,BR,74547,2026
339,Elizabeth García,elizabeth.garcía@globex.co,TAX-819015,1302 Main St,BR,74547,2026-01-24
339,E. García,elizabeth.garcía@globex.co,TAX-819015,1302 Main St,BR,74547,07/13/2026
597,Michael García,michael.garcía@@example.com,TAX-655124,2254 Oak Ave, AU,19321,
238,Mary Lopez,mary.lopez@mail.com,TAX-373348,7843 Oak Ave,UK,29687,2026-03-08
757,,,TAX-845129,2386 Oak Ave,,23942,06/22/2026
757,Jessica	Taylor,,TAX-845129,2386 Oak Ave,US,23942,2026-07-27
757,Jessica Taylor,jessica.taylor@mail.com,TAX-845129,2386 Oak Ave,,23942,03/28/2026
757,Jessica-Taylor,jessica.taylor@mail.com,TAX-845129,2386 Oak Ave,US,23942,
757,jessica taylor,jessica.taylor@mail.com,TAX-845129,2386 Oak Ave,US,23942,02/01/2026
1378,DAVID GARCIA,david.garcia@@example.com,,4949 Main St,DE,59752,2026-04-15
9,Björn Nguyễn,björn.nguyễn@example.com,TAX-422268,6436 Main St,UK,31763,not-a-date
980,José Davis,josé.davis@@example.com,TAX-324174,6559 Main St,FR,79684,2026-04-27
84,Linda Rodriguez,linda.rodriguez @example.com,TAX-337906,8774 Oak Ave,,52476,
84,Linda Rodriguez,,TAX-337906,8774 Oak Ave,AU,52476,04/21/2026
84,Linda Rodriguez,linda.rodriguez@mail.com,0000000000,8774 Oak Ave,,52476,04/15/2026
274,Jessica Garcia,jessica.garcia@globex.co,TAX-199118,1305 Main St,XX,37922,20260214
274,Jessica Garcia,jessica.garcia@globex.co,TAX-199118,1305 Main St,IN,37922,20260226
269,James T.,,TAX-586125,8370 Main St,DE,81426,20260606
1163,François Davis,@example.com,TAX-896169,4688 Oak Ave,,65828,not-a-date
1017,,,TAX-,9725 Oak Ave,FR,22449,2026-04-28
1017,Thomas Martinez,thomas.martinez@globex.co,TAX-319384,9725 Oak Ave,ca,22449,06/03/2026
1017,Thomas Martinez,thomas.martinez@globex.co,TAX-319384,9725 Oak Ave,,22449,not-a-date
1328,  Patricia Rodriguez  ,patricia.rodriguez @example.com,TAX-319589,9801 Oak Ave,BR,81508,2026-03-23
464,Søren	Smith,,???,579 Oak Ave,BR,54343,
921,Jessica Lopez,jessica.lopez@example.com,TAX-410323,5946 Main St,BR,64715,20260120
1455,David Miller,david.miller@globex.co,TAX-934947,5158 Main St,,68384,20260313
257,Richard Lopez,richard.lopez@mail.com,TAX-,8439 Main St, UK,58490,2026
245,David Garcia,david.garcia@example.com,N/A,1872 Main St,,92524,not-a-date
699,David Fürst,david.fürst@example.com,???,4237 Oak Ave,,86815,06/28/2026
1381,David Müller,david.müller@globex.co,,2591 Oak Ave,US,44949,13/45/2026
1068,José Thomas,josé.thomas@mail.com,TAX-474756,6533 Oak Ave,FR,82075,07/24/2026
635,Renée Øst,,0000000000,9321 Main St,CA,74734,13/45/2026
1066,James García,james.garcía@example.com,TAX-923240,7578 Main St,BR,94662,
691,David Taylor,,TAX-87170,6030 Main St,,11055,20260706
691,David Taylor,not-an-email,TAX-87170,6030 Main St,IN,11055,0000-00-00
784,Håkon Taylor,håkon.taylor@globex.co,TAX-100729,3786 Oak Ave,,65550,07/08/2026
1269,Renée Gonzalez,renée.gonzalez @example.com,TAX-,1915 Main St,,95686,02/14/2026
1269,Renée Gonzalez,renée.gonzalez@,TAX-942706,1915 Main St,FR,95686,2026-02-28
1269,Renée Gonzalez,renée.gonzalez@@example.com,TAX-942706,1915 Main St,,95686,01/26/2026
1269,Renée-Gonzalez,renée.gonzalez@mail.com,???,1915 Main St,FR,95686,2026
1269,R. Gonzalez,renée.gonzalez@mail.com,,1915 Main St,,95686,2026-01-13
1269,Renée Gonzalez,renée.gonzalez@mail.com,TAX-942706,1915 Main St,,95686,20260708
1269,Renée Gonzalez,renée.gonzalez@mail.com,TAX-942706,1915 Main St,FR,95686,07/13/2026
1269,Renée Gonzalez,,,1915 Main St,FR,95686,20260627
982,Patricia Williams,patricia.williams@example.com,N/A,108 Main St,DE,81547,2026-07-08
387,Søren García,søren.garcía@globex.co,TAX-169455,9125 Main St,US,83916,13/45/2026
340,J. Øst,james.øst @example.com,TAX-517743,3295 Main St,us,85916,
1277,DAVID MILLER,david.miller@globex.co,???,1217 Oak Ave,,37636,03/28/2026
1277,David	Miller,david.miller@globex.co,TAX-294947,1217 Oak Ave,US,37636,06/19/2026
1277,David	Miller,not-an-email,???,1217 Oak Ave,US,37636,0000-00-00
1277,David Miller,david.miller@globex.co,TAX-294947,1217 Oak Ave,US,37636,20260221
1277,David-Miller,david.miller@globex.co,???,1217 Oak Ave,XX,37636,
852,robert o'brien,robert.obrien@example.com,TAX-534130,94 Oak Ave,BR,83831,2026-07-16
852,Robert O'Brien,robert.obrien@,TAX-534130,94 Oak Ave,BR,83831,2026
852,,robert.obrien@example.com,TAX-534130,94 Oak Ave,BR,83831,0000-00-00
1374,Mary Rodriguez,mary.rodriguez@acme.com,,8025 Main St,XX,92079,2026-04-24
1374,Mary Rodriguez,mary.rodriguez@,TAX-923763,8025 Main St,XX,92079,
1374,,mary.rodriguez@acme.com,TAX-923763,8025 Main St,BR,92079,20260513
816,Patricia Van Der Berg,patricia.van.der.berg@mail.com,TAX-11989,1896 Oak Ave,XX,85094,not-a-date
816,Patricia Van Der Berg,patricia.van.der.berg@mail.com,TAX-11989,1896 Oak Ave,AU,85094,not-a-date
683,Susan García,susan.garcía@acme.com,TAX-718580,3981 Main St,BR,23656,02/23/2026
1259,José Miller,not-an-email,TAX-812526,4920 Main St,de,77096,2026-07-03
952,,,TAX-,9145 Main St,,61499,2026-01-05
492,François Miller,françois.miller@mail.com,???,7370 Oak Ave,AU,74419,0000-00-00
29,W. Martinez,william.martinez@globex.co,TAX-700558,7155 Oak Ave,IN,48490,06/27/2026
110,Patricia Martinez,patricia.martinez@acme.com,TAX-319232,3954 Main St,FR,33625,05/16/2026
31,Karen Garcia,@example.com,TAX-493862,211 Main St,,71587,07/07/2026
31,Karen Garcia,karen.garcia@@example.com,0000000000,211 Main St,DE,71587,2026-07-24
31,Karen Garcia,karen.garcia@acme.com,TAX-493862,211 Main St,DE,71587,not-a-date
31,Karen	Garcia,karen.garcia@acme.com,TAX-493862,211 Main St, UK,71587,13/45/2026
31,Karen Garcia,karen.garcia@acme.com,TAX-493862,211 Main St,DE,71587,
31,Karen Garcia,karen.garcia@@example.com,,211 Main St,DE,71587,2026-07-12
31,Karen Garcia,karen.garcia@acme.com,TAX-493862,211 Main St,DE,71587,20260711
31,K. Garcia,karen.garcia@acme.com,TAX-493862,211 Main St,DE,71587,2026-02-25
1266,ELIZABETH MARTINEZ,,,2054 Main St,BR,85155,
1266,Elizabeth Martinez,elizabeth.martinez@globex.co,0000000000,2054 Main St,,85155,03/08/2026
1266,Elizabeth Martinez,elizabeth.martinez@globex.co,TAX-,2054 Main St,BR,85155,20260223
1266,Elizabeth Martinez,,TAX-31908,2054 Main St,BR,85155,2026
1266,Elizabeth Martinez,elizabeth.martinez@,TAX-31908,2054 Main St,BR,85155,2026-06-21
1266,Elizabeth Martinez,,TAX-31908,2054 Main St,BR,85155,03/01/2026
1266,E. Martinez,elizabeth.martinez@globex.co,TAX-31908,2054 Main St,BR,85155,2026-05-11
1266,E. Martinez,elizabeth.martinez@globex.co,,2054 Main St,BR,85155,20260312
765,S. Thomas,søren.thomas@acme.com,N/A,7947 Main St,XX,14788,04/09/2026
765,,@example.com,TAX-407466,7947 Main St,UK,14788,02/08/2026
765,Søren Thomas,søren.thomas@acme.com,TAX-407466,7947 Main St,UK,14788,04/01/2026
765,Søren Thomas,søren.thomas @example.com,TAX-407466,7947 Main St,UK,14788,0000-00-00
765,Søren Thomas,søren.thomas@acme.com,TAX-407466,7947 Main St,UK,14788,05/24/2026
765,Søren Thomas,@example.com,TAX-407466,7947 Main St,UK,14788,2026
765,Søren Thomas,søren.thomas@acme.com,TAX-407466,7947 Main St,UK,14788,2026-03-03
765,Søren Thomas,søren.thomas@acme.com,TAX-407466,7947 Main St,XX,14788,2026-07-03
803,håkon davis,håkon.davis@globex.co,N/A,4356 Oak Ave,BR,34249,2026-05-03
65,Robert-Williams,robert.williams@globex.co,???,2268 Oak Ave,FR,95716,2026-07-21
1104,François Lopez,françois.lopez@globex.co,TAX-956720,2897 Oak Ave,,22758,
1104,François Lopez,,TAX-,2897 Oak Ave,FR,22758,20260423
1104,  François Lopez  ,,TAX-956720,2897 Oak Ave,FR,22758,2026-05-16
1104,François Lopez,françois.lopez@globex.co,TAX-956720,2897 Oak Ave,FR,22758,2026-06-15
1104,François Lopez,françois.lopez@globex.co,,2897 Oak Ave,FR,22758,2026-01-05
1101,Sarah Anderson,sarah.anderson@acme.com,TAX-,4083 Main St,AU,54072,
766,Robert M.,robert.martin@example.com,TAX-194800,7536 Main St,UK,94766,20260218
1398,Thomas Davis,thomas.davis@globex.co,TAX-370719,3596 Oak Ave,DE,29598,
1405,James O'Brien,james.obrien@,???,476 Main St,CA,42203,not-a-date
1405,James O'Brien,not-an-email,,476 Main St,XX,42203,13/45/2026
300,Zoë Thomas,zoë.thomas@globex.co,TAX-77006,5104 Oak Ave,IN,98480,20260127
964,Zoë Łukasz,zoë.łukasz@example.com,???,8441 Main St,,23730,06/14/2026
628,björn fürst,björn.fürst@globex.co,,6236 Oak Ave,,98969,2026-04-22
514,François Garcia,françois.garcia @example.com,TAX-962850,7472 Oak Ave,US,64994,20260423
514,,françois.garcia@mail.com,TAX-962850,7472 Oak Ave,US,64994,0000-00-00
854,  Håkon Brown  ,@example.com,TAX-777251,9617 Oak Ave,UK,69319,
162,M. Jackson,mary.jackson@acme.com,TAX-,838 Oak Ave,,98516,02/19/2026
162,MARY JACKSON,mary.jackson@acme.com,TAX-204781,838 Oak Ave,,98516,2026
703,Søren Miller,,TAX-567062,6151 Main St,UK,29441,03/26/2026
703,Søren Miller,søren.miller@globex.co,TAX-,6151 Main St,UK,29441,2026
703,Søren Miller,søren.miller@globex.co,TAX-567062,6151 Main St,UK,29441,13/45/2026
1287,MICHAEL MARTINEZ,not-an-email,TAX-598082,8597 Main St,AU,64843,not-a-date
415,patricia müller,patricia.müller@example.com,TAX-733538,7892 Main St,,29330,07/02/2026
415,Patricia Müller,patricia.müller@example.com,TAX-733538,7892 Main St,US,29330,
415,Patricia Müller,patricia.müller@example.com,TAX-733538,7892 Main St,US,29330,
415,Patricia Müller,patricia.müller@example.com,TAX-733538,7892 Main St,US,29330,not-a-date
415,patricia müller,patricia.müller@example.com,TAX-733538,7892 Main St,US,29330,
917,François Miller,françois.miller@example.com,TAX-757952,7818 Main St, US,67650,2026-04-07
917,François Miller,françois.miller@example.com,TAX-757952,7818 Main St,BR,67650,20260526
1035,Elizabeth	Smith,elizabeth.smith@mail.com,TAX-175122,283 Oak Ave,BR,47766,07/12/2026
283,  Patricia Taylor  ,patricia.taylor@example.com,TAX-562599,7038 Main St,IN,16900,20260126
283,,patricia.taylor@example.com,TAX-562599,7038 Main St,IN,16900,20260313
283,Patricia Taylor,,0000000000,7038 Main St,IN,16900,2026
590,Thomas Anderson,thomas.anderson@example.com,TAX-935755,2079 Oak Ave,,28045,not-a-date
590,Thomas	Anderson,thomas.anderson@example.com,???,2079 Oak Ave,BR,28045,
516,Renée Van Der Berg,renée.van.der.berg@example.com,TAX-272716,3334 Main St,CA,15377,13/45/2026
606,Zoë Smith,zoë.smith@@example.com,,265 Main St,DE,92066,0000-00-00
52,Søren Martin,,TAX-573216,8869 Main St,DE,40736,2026-04-26
52,Søren Martin,søren.martin@globex.co,TAX-573216,8869 Main St,DE,40736,20260327
52,Søren Martin,søren.martin@,N/A,8869 Main St,DE,40736,
52,Søren M.,søren.martin@globex.co,TAX-573216,8869 Main St,DE,40736,20260220
52,Søren Martin,søren.martin@globex.co,TAX-573216,8869 Main St,ca,40736,2026
183,  Jessica Taylor  ,jessica.taylor@example.com,N/A,1800 Oak Ave,US,33340,2026-04-09
1125,François Brown,françois.brown@acme.com,TAX-435169,8142 Oak Ave,BR,94899,not-a-date
351,Karen Miller,karen.miller@globex.co,TAX-132081,39 Main St,UK,84150,0000-00-00
351,Karen M.,karen.miller@globex.co,,39 Main St,UK,84150,2026-01-07
351,Karen Miller,,TAX-132081,39 Main St,UK,84150,20260319
496,Zoë Hernandez,zoë.hernandez@globex.co,TAX-929717,4464 Main St,CA,80222,0000-00-00
496,Zoë Hernandez,zoë.hernandez@globex.co,,4464 Main St,CA,80222,2026-01-01
496,Zoë Hernandez,not-an-email,0000000000,4464 Main St, AU,80222,20260712
496,Zoë Hernandez,zoë.hernandez@globex.co,TAX-929717,4464 Main St,CA,80222,
496,Zoë Hernandez,,TAX-929717,4464 Main St,CA,80222,04/09/2026
1358,James Van Der Berg,not-an-email,TAX-877869,2724 Main St,AU,58868,0000-00-00
67,Nguyễn Moore,nguyễn.moore@mail.com,TAX-876827,5456 Main St,BR,94202,05/16/2026
67,Nguyễn Moore,nguyễn.moore@mail.com,TAX-876827,5456 Main St,BR,94202,20260427
931,André Taylor,andré.taylor@globex.co,TAX-750776,9239 Main St,US,52553,not-a-date
556,William Łukasz,not-an-email,TAX-623685,2948 Main St,FR,37885,not-a-date
563,William Lopez,william.lopez@example.com,TAX-527309,8323 Oak Ave,,17358,
213,Joseph-Williams,joseph.williams@example.com,,4415 Oak Ave,UK,59413,13/45/2026
213,Joseph Williams,joseph.williams@example.com,TAX-637593,4415 Oak Ave,UK,59413,05/05/2026
735,WILLIAM GONZALEZ,william.gonzalez@@example.com,TAX-246577,7008 Main St,CA,20836,04/03/2026
981,ELIZABETH DAVIS,elizabeth.davis@acme.com,TAX-44243,1143 Oak Ave,BR,83596,2026-01-12
538,John Wilson,,TAX-963056,7831 Oak Ave,US,89728,03/08/2026
958,Robert Anderson,robert.anderson@,TAX-753286,2016 Oak Ave, DE,76377,20260512
156,André Nguyễn,andré.nguyễn@mail.com,TAX-95076,1592 Main St,DE,34231,2026-06-05
7,Joseph M.,joseph.martinez @example.com,,2477 Oak Ave,XX,60624,04/12/2026
469,Michael Nguyễn,michael.nguyễn@globex.co,TAX-76438,7655 Main St,,69923,0000-00-00
1157,R. Lopez,robert.lopez@example.com,TAX-875196,6074 Main St,IN,26280,13/45/2026
883,B. Hernandez,,TAX-722487,9177 Main St, IN,32847,2026-01-12
10,Thomas Martinez,thomas.martinez @example.com,TAX-,6193 Oak Ave,AU,82277,not-a-date
476,karen brown,,TAX-508618,7978 Main St,de,61798,0000-00-00
768,Nguyễn	Davis,nguyễn.davis@acme.com,TAX-559200,9045 Main St, IN,84622,05/14/2026
1175,Michael Łukasz,michael.łukasz@mail.com,TAX-84692,7361 Oak Ave,XX,22812,2026
1175,Michael Łukasz,michael.łukasz@mail.com,TAX-84692,7361 Oak Ave, US,22812,2026-02-27
1175,Michael Łukasz,michael.łukasz@mail.com,0000000000,7361 Oak Ave, UK,22812,20260602
1175,Michael Łukasz,michael.łukasz@mail.com,TAX-84692,7361 Oak Ave,FR,22812,06/12/2026
1175,Michael Łukasz,michael.łukasz@@example.com,,7361 Oak Ave,XX,22812,
429,James Johnson,james.johnson@globex.co,TAX-202230,8129 Oak Ave, UK,83925,
242,Zoë Fürst,zoë.fürst@globex.co,TAX-556764,7380 Oak Ave,US,40021,06/05/2026
242,Zoë Fürst,zoë.fürst@globex.co,TAX-556764,7380 Oak Ave,US,40021,
242,ZOË FÜRST,zoë.fürst@globex.co,TAX-556764,7380 Oak Ave,au,40021,
242,Zoë Fürst,zoë.fürst@globex.co,TAX-556764,7380 Oak Ave,,40021,2026
242,Zoë F.,zoë.fürst@globex.co,TAX-556764,7380 Oak Ave,US,40021,20260611
1039,Joseph Martin,joseph.martin@acme.com,TAX-634167,9715 Main St,UK,40350,02/19/2026
1431,JOHN HERNANDEZ,john.hernandez@mail.com,TAX-154373,2649 Main St,uk,62667,20260421
151,Søren Müller,søren.müller @example.com,TAX-319246,3119 Oak Ave,AU,12172,03/03/2026
151,,søren.müller@globex.co,TAX-319246,3119 Oak Ave,AU,12172,05/11/2026
151,Søren Müller,søren.müller@globex.co,0000000000,3119 Oak Ave,AU,12172,06/17/2026
151,Søren Müller,søren.müller@globex.co,TAX-,3119 Oak Ave,,12172,13/45/2026
151,Søren-Müller,søren.müller@globex.co,TAX-319246,3119 Oak Ave,AU,12172,01/24/2026
151,Søren M.,søren.müller@globex.co,TAX-319246,3119 Oak Ave,AU,12172,2026
151,Søren Müller,søren.müller@globex.co,0000000000,3119 Oak Ave,XX,12172,20260726
151,Søren Müller,søren.müller@globex.co,TAX-319246,3119 Oak Ave,AU,12172,13/45/2026
254,Björn Łukasz,björn.łukasz@globex.co,,2590 Oak Ave,FR,62251,2026-03-18
254,Björn Łukasz,björn.łukasz@globex.co,TAX-566388,2590 Oak Ave,FR,62251,02/23/2026
254,Björn Łukasz,,TAX-566388,2590 Oak Ave,XX,62251,
204,,,TAX-725495,1336 Oak Ave,US,55332,20260222
112,Jessica Müller,,TAX-849038,587 Main St,BR,13180,2026
1356,Jessica-Müller,jessica.müller@mail.com,TAX-566065,9359 Main St,AU,40082,20260721
7,Jennifer Moore,jennifer.moore@mail.com,TAX-452170,4005 Oak Ave,DE,14489,20260105
1399,Elizabeth O.,elizabeth.obrien@globex.co,TAX-723657,4016 Main St,us,87676,not-a-date
1399,Elizabeth O'Brien,elizabeth.obrien@globex.co,TAX-723657,4016 Main St,DE,87676,2026-05-21
1399,elizabeth o'brien,elizabeth.obrien@globex.co,0000000000,4016 Main St,DE,87676,20260417
1399,Elizabeth O'Brien,,TAX-723657,4016 Main St,DE,87676,03/16/2026
1399,Elizabeth O'Brien,,???,4016 Main St,DE,87676,2026-05-18
1399,Elizabeth O'Brien,elizabeth.obrien@globex.co,TAX-723657,4016 Main St,,87676,13/45/2026
1399,,elizabeth.obrien@globex.co,TAX-723657,4016 Main St,XX,87676,05/20/2026
1399,Elizabeth O'Brien,elizabeth.obrien@globex.co,???,4016 Main St,DE,87676,2026
163,Jennifer Miller,jennifer.miller@acme.com,TAX-,2740 Main St,XX,48745,2026-05-05
163,Jennifer Miller,,TAX-491256,2740 Main St,IN,48745,20260418
163,Jennifer Miller,@example.com,TAX-491256,2740 Main St,IN,48745,0000-00-00
163,Jennifer-Miller,not-an-email,TAX-491256,2740 Main St,IN,48745,not-a-date
163,Jennifer Miller,jennifer.miller@acme.com,,2740 Main St,IN,48745,02/09/2026
163,Jennifer Miller,jennifer.miller@acme.com,TAX-491256,2740 Main St,IN,48745,2026-03-04
163,Jennifer Miller,jennifer.miller@acme.com,,2740 Main St,,48745,05/04/2026
163,Jennifer Miller,jennifer.miller@acme.com,TAX-491256,2740 Main St,IN,48745,
771,,elizabeth.jones@mail.com,0000000000,483 Oak Ave,UK,46795,2026
771,Elizabeth Jones,elizabeth.jones@mail.com,N/A,483 Oak Ave,UK,46795,2026-03-18
771,Elizabeth	Jones,elizabeth.jones@mail.com,TAX-373970,483 Oak Ave,UK,46795,20260621
771,Elizabeth Jones,elizabeth.jones@mail.com,TAX-373970,483 Oak Ave, CA,46795,
771,Elizabeth Jones,elizabeth.jones@mail.com,TAX-373970,483 Oak Ave,uk,46795,13/45/2026
771,Elizabeth	Jones,elizabeth.jones@mail.com,TAX-,483 Oak Ave,XX,46795,07/25/2026
771,Elizabeth Jones,elizabeth.jones@mail.com,0000000000,483 Oak Ave,UK,46795,2026-07-08
771,Elizabeth	Jones,elizabeth.jones@mail.com,,483 Oak Ave,UK,46795,13/45/2026
319,W. Davis,william.davis@example.com,TAX-531681,1852 Oak Ave,in,72637,06/24/2026
272,David M.,david.moore@acme.com,TAX-633102,2763 Oak Ave,UK,65465,03/26/2026
272,David	Moore,david.moore@acme.com,TAX-633102,2763 Oak Ave,UK,65465,13/45/2026
506,Björn Smith,björn.smith@mail.com,,5485 Main St,,16969,07/12/2026
160,Richard Gonzalez,richard.gonzalez@mail.com,TAX-426859,6749 Main St,CA,54285,05/25/2026
160,Richard Gonzalez,richard.gonzalez@mail.com,TAX-426859,6749 Main St,in,54285,13/45/2026
1484,Susan Müller,susan.müller@globex.co,TAX-156933,6567 Main St,BR,97480,2026-02-06
1484,Susan Müller,,TAX-156933,6567 Main St,BR,97480,not-a-date
1484,Susan Müller,susan.müller@globex.co,TAX-156933,6567 Main St,BR,97480,2026
1484,Susan Müller,susan.müller@globex.co,0000000000,6567 Main St,BR,97480,20260720
1484,Susan Müller,susan.müller@globex.co,TAX-156933,6567 Main St,BR,97480,03/26/2026
475,James Rodriguez,james.rodriguez@,TAX-642189,6328 Oak Ave,FR,17483,01/27/2026
1219,Nguyễn Hernandez,nguyễn.hernandez @example.com,TAX-393737,4546 Main St,XX,99249,2026-02-17
1229,Robert Brown,robert.brown@mail.com,TAX-710768,3110 Oak Ave,BR,45912,2026-03-22
1229,Robert Brown,robert.brown@mail.com,0000000000,3110 Oak Ave,BR,45912,05/12/2026
1229,Robert Brown,,TAX-710768,3110 Oak Ave,BR,45912,2026-03-25
384,James Wilson,james.wilson@example.com,TAX-431554,1509 Main St, AU,92523,20260504
384,james wilson,james.wilson@,TAX-431554,1509 Main St,BR,92523,20260514
384,james wilson,james.wilson@example.com,0000000000,1509 Main St,BR,92523,2026-02-09
488,Søren Thomas,not-an-email,TAX-260682,7465 Oak Ave,IN,64084,2026-07-03
156,Zoë-Øst,not-an-email,0000000000,9075 Oak Ave,CA,92415,
156,Zoë Øst,zoë.øst@mail.com,TAX-716485,9075 Oak Ave,CA,92415,20260414
248,Michael Davis,michael.davis@acme.com,???,7688 Oak Ave,BR,31587,02/19/2026
132,Jennifer Johnson,jennifer.johnson@@example.com,TAX-499631,3683 Oak Ave,CA,61833,0000-00-00
1005,Müller Taylor,@example.com,TAX-221688,2444 Oak Ave,,77718,13/45/2026
1005,Müller Taylor,müller.taylor@acme.com,,2444 Oak Ave,FR,77718,13/45/2026
1005,Müller Taylor,müller.taylor@acme.com,N/A,2444 Oak Ave,us,77718,2026-01-04
1005,Müller Taylor,müller.taylor@acme.com,TAX-221688,2444 Oak Ave,,77718,13/45/2026
1005,  Müller Taylor  ,müller.taylor@acme.com,TAX-221688,2444 Oak Ave,FR,77718,02/05/2026
1218,André Martin,andré.martin@globex.co,TAX-,8729 Oak Ave,UK,39783,2026-07-17
1218,André Martin,andré.martin@globex.co,TAX-30265,8729 Oak Ave,UK,39783,2026-05-08
1218,André-Martin,andré.martin@,TAX-30265,8729 Oak Ave,UK,39783,2026-04-12
1218,André Martin,andré.martin@globex.co,N/A,8729 Oak Ave,,39783,03/24/2026
1218,andré martin,not-an-email,,8729 Oak Ave,UK,39783,20260309
1218,André Martin,andré.martin@globex.co,TAX-30265,8729 Oak Ave,UK,39783,not-a-date
1218,,@example.com,TAX-30265,8729 Oak Ave,,39783,04/17/2026
